,EventTime,Origin,Destination
711,2015.038356,SudesteBR,SulBR
712,1984.508716,SudesteBR,SulBR
713,1998.3322360000002,SulBR,OtherLocations
714,1998.109476,SudesteBR,NordesteBR
715,2014.038336,NordesteBR,SudesteBR
716,2014.038346,SudesteBR,CentroOesteBR
717,1981.104076,SudesteBR,SulBR
718,1993.7222660000002,SudesteBR,NordesteBR
719,2014.038336,SudesteBR,NordesteBR
720,2017.038346,SudesteBR,CentroOesteBR
721,2013.038346,SudesteBR,Europa
722,2002.038356,SudesteBR,SulBR
723,2016.038246,SudesteBR,NorteBR
724,1971.2479660000001,SudesteBR,OtherLocations
725,2006.038356,OtherLocations,Europa
726,2006.038356,OtherLocations,SudesteBR
727,1980.3950160000002,OtherLocations,NordesteBR
728,1974.2734360000002,SudesteBR,OtherLocations
729,1982.4824460000002,OtherLocations,CentroOesteBR
730,2003.038356,SudesteBR,CentroOesteBR
731,2000.038256,SudesteBR,Europa
732,2017.038356,SudesteBR,NorteBR
733,1985.158916,SudesteBR,NorteBR
734,1980.9395760000002,SudesteBR,NorteBR
735,2002.038356,NorteBR,SudesteBR
736,2011.0383660000002,NorteBR,CentroOesteBR
737,1989.862096,SudesteBR,CentroOesteBR
738,2016.038246,SudesteBR,Bahia
739,2016.038246,SudesteBR,CentroOesteBR
740,2016.038246,SudesteBR,SulBR
741,2009.038356,SudesteBR,NordesteBR
742,1977.5680160000002,SudesteBR,Bahia
743,2017.038356,Bahia,NordesteBR
744,2017.0383660000002,Bahia,NordesteBR
745,2006.259906,SudesteBR,Europa
746,2005.097226,SudesteBR,Europa
747,2017.038346,SudesteBR,CentroOesteBR
748,2016.038236,SudesteBR,SulBR
749,1988.7724660000001,SudesteBR,Bahia
750,2004.2790160000002,SudesteBR,Bahia
751,1964.268796,SudesteBR,NordesteBR
752,2017.038356,NordesteBR,SudesteBR
753,2016.038246,NordesteBR,Bahia
754,2016.038236,NordesteBR,SudesteBR
755,2006.038346,NordesteBR,Bahia
756,2007.038356,NordesteBR,SudesteBR
757,2014.891016,NordesteBR,SudesteBR
758,2015.038356,NordesteBR,Bahia
759,2005.038356,NordesteBR,Europa
760,2006.038356,NordesteBR,SudesteBR
761,2015.038356,NordesteBR,Bahia
762,2016.038256,NordesteBR,SudesteBR
763,2010.038356,NordesteBR,Europa
764,2016.038256,NordesteBR,Bahia
765,2016.038246,NordesteBR,SudesteBR
766,2017.038356,NordesteBR,CentroOesteBR
767,1969.5836760000002,NordesteBR,SudesteBR
768,2015.038356,SudesteBR,SulBR
769,2017.038346,NordesteBR,Bahia
770,2016.038236,NordesteBR,SudesteBR
771,2006.038346,NordesteBR,SudesteBR
772,2014.0383660000002,NordesteBR,SudesteBR
773,1971.999166,NordesteBR,SudesteBR
774,2017.038356,SudesteBR,SulBR
775,2016.038246,NordesteBR,SudesteBR
776,1978.083546,NordesteBR,CentroOesteBR
777,2017.038346,CentroOesteBR,SudesteBR
778,1979.656386,NordesteBR,SudesteBR
779,1998.146596,NordesteBR,SudesteBR
780,2016.038246,SudesteBR,CentroOesteBR
781,2014.038356,NordesteBR,SudesteBR
782,1998.0438760000002,NordesteBR,CentroOesteBR
783,2015.038346,NordesteBR,Bahia
784,2015.038346,NordesteBR,SudesteBR
785,2015.038346,NordesteBR,Bahia
786,2017.038346,NordesteBR,CentroOesteBR
787,2015.038356,NordesteBR,SudesteBR
788,2016.038246,NordesteBR,SudesteBR
789,2015.038346,NordesteBR,SulBR
790,2015.038346,NordesteBR,SudesteBR
791,2014.038346,NordesteBR,Bahia
792,1991.2429060000002,NordesteBR,SudesteBR
793,2017.038346,SudesteBR,NorteBR
794,2017.038346,NordesteBR,SudesteBR
795,1985.1741060000002,NordesteBR,SudesteBR
796,2004.038236,SudesteBR,Europa
797,1967.6994960000002,NordesteBR,SudesteBR
798,2017.038356,SudesteBR,Bahia
799,2004.038246,SudesteBR,OtherLocations
800,2019.038356,SudesteBR,Europa
801,2009.038356,NordesteBR,CentroOesteBR
802,2015.038356,NordesteBR,SulBR
803,2017.038356,NordesteBR,SudesteBR
804,2017.038356,NordesteBR,CentroOesteBR
805,1999.038356,NordesteBR,SudesteBR
806,1981.9212360000001,NordesteBR,Bahia
807,2017.038356,Bahia,NordesteBR
808,2017.038356,NordesteBR,SudesteBR
809,2016.038246,NordesteBR,SulBR
810,2008.038246,NordesteBR,OtherLocations
811,1986.3552760000002,NordesteBR,SudesteBR
812,2008.007536,NordesteBR,OtherLocations
813,2015.038356,NordesteBR,SudesteBR
814,2016.038246,NordesteBR,SudesteBR
815,2015.038356,NordesteBR,SudesteBR
816,2015.0383760000002,NordesteBR,SudesteBR
817,2016.038246,NordesteBR,SudesteBR
818,2016.038246,NordesteBR,NorteBR
819,2015.038346,NordesteBR,SudesteBR
820,1998.9534560000002,NordesteBR,SudesteBR
821,2015.038356,NordesteBR,Bahia
822,2016.038246,NordesteBR,Bahia
823,1993.6172760000002,NordesteBR,SudesteBR
824,2011.2057260000001,NordesteBR,Bahia
825,2015.038346,NordesteBR,SudesteBR
826,2017.038346,NordesteBR,SudesteBR
827,2015.038356,NordesteBR,Bahia
828,1981.247376,NordesteBR,Bahia
829,2017.038346,Bahia,SudesteBR
830,2014.038346,Bahia,NorteBR
831,2016.038236,Bahia,SulBR
832,2016.038236,Bahia,NordesteBR
833,2017.038356,NordesteBR,Bahia
834,2016.038246,NordesteBR,SudesteBR
835,1998.038356,NordesteBR,SudesteBR
836,2017.038356,NordesteBR,SudesteBR
837,1982.4551660000002,NordesteBR,Bahia
838,2016.038246,NordesteBR,SudesteBR
839,1995.5857560000002,NordesteBR,Europa
840,2002.504676,Europa,SulBR
842,2003.1295160000002,Europa,OtherLocations
843,2013.038366,OtherLocations,Europa
844,2017.038366,OtherLocations,SudesteBR
845,1978.785476,NordesteBR,Bahia
846,2015.038356,NordesteBR,SudesteBR
847,2017.038356,NordesteBR,CentroOesteBR
848,2013.038356,NordesteBR,NorteBR
849,2009.038356,NordesteBR,CentroOesteBR
850,2017.038356,NordesteBR,SudesteBR
851,1979.6187260000002,NordesteBR,CentroOesteBR
852,1995.0123660000002,CentroOesteBR,Europa
853,2016.038246,NordesteBR,SudesteBR
854,1976.1972560000002,NordesteBR,SudesteBR
855,1969.001326,NordesteBR,SulBR
856,1992.595346,SulBR,Europa
857,2000.8333160000002,Europa,SudesteBR
858,2007.038356,SulBR,Europa
859,2017.038346,SulBR,SudesteBR
860,2016.038246,SulBR,SudesteBR
861,2017.038336,SulBR,NordesteBR
862,2016.038236,SulBR,NorteBR
863,2017.038346,SulBR,NorteBR
864,2009.038346,SulBR,CentroOesteBR
865,2015.038346,SulBR,SudesteBR
866,2016.038236,SulBR,SudesteBR
867,1981.6526660000002,SulBR,NordesteBR
868,2017.038336,NordesteBR,Bahia
869,2017.038346,NordesteBR,SudesteBR
870,2016.038236,NordesteBR,Bahia
871,2016.038236,SulBR,SudesteBR
872,2017.038346,SulBR,SudesteBR
873,2006.2764260000001,SulBR,Europa
874,1984.423046,SulBR,CentroOesteBR
875,2004.449076,CentroOesteBR,SudesteBR
876,2004.038236,SulBR,SudesteBR
877,1973.8034060000002,SulBR,SudesteBR
878,2015.038336,SudesteBR,SulBR
879,2016.0382260000001,SudesteBR,NordesteBR
880,2016.038246,SudesteBR,CentroOesteBR
881,2015.038346,SulBR,SudesteBR
882,2017.038346,SulBR,NorteBR
883,2017.038346,SulBR,NordesteBR
884,2016.038236,SulBR,SudesteBR
885,2009.038346,SulBR,Europa
886,2015.038346,SulBR,NorteBR
887,2017.038346,SulBR,SudesteBR
888,1981.640986,SulBR,NordesteBR
889,2016.038236,NordesteBR,SudesteBR
890,2017.038336,NordesteBR,SudesteBR
891,2014.038356,NordesteBR,SudesteBR
892,2016.038256,NordesteBR,SudesteBR
893,1986.6890360000002,NordesteBR,SulBR
894,2002.0383660000002,NordesteBR,SudesteBR
895,1995.3869960000002,NordesteBR,SudesteBR
896,2016.038256,SudesteBR,SulBR
897,2017.038356,NordesteBR,SudesteBR
898,2015.038356,NordesteBR,SudesteBR
899,1988.6947460000001,NordesteBR,CentroOesteBR
900,2010.038356,CentroOesteBR,Europa
901,2017.038346,NordesteBR,SudesteBR
902,1978.9980460000002,NordesteBR,SudesteBR
903,1976.358426,NordesteBR,SudesteBR
904,2007.038346,NordesteBR,SudesteBR
905,2002.0927060000001,NordesteBR,NorteBR
906,2017.038336,NordesteBR,SudesteBR
907,1975.3944760000002,NordesteBR,SudesteBR
908,2017.038346,NordesteBR,SudesteBR
909,2016.038236,NordesteBR,SudesteBR
910,2014.038336,NordesteBR,SudesteBR
911,2016.038236,NordesteBR,CentroOesteBR
912,2003.2938060000001,NordesteBR,SudesteBR
913,2015.038346,SudesteBR,NordesteBR
914,1989.8257760000001,NordesteBR,SudesteBR
915,2014.038326,NordesteBR,SudesteBR
916,2014.4077060000002,NordesteBR,SudesteBR
917,1989.3643860000002,NordesteBR,SudesteBR
918,2012.038236,SudesteBR,SulBR
919,2015.038336,NordesteBR,SudesteBR
920,2017.038346,NordesteBR,SudesteBR
921,2001.583716,NordesteBR,SudesteBR
922,2014.038346,NordesteBR,SudesteBR
923,2014.038346,NordesteBR,SudesteBR
924,2016.038246,NordesteBR,SulBR
925,2004.5568660000001,NordesteBR,SudesteBR
